loan_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,loan_status
14000,60,21.99,386.59,E,E4,10+ years,RENT,51367.0,debt_consolidation,Current
12000,60,15.61,289.34,D,D1,,RENT,43000.0,other,Current
12000,36,8.08,376.48,A,A5,2 years,MORTGAGE,105000.0,debt_consolidation,Current
14500,36,6.99,447.66,A,A2,2 years,RENT,62000.0,credit_card,Current
24000,36,12.12,798.52,B,B3,10+ years,MORTGAGE,225000.0,debt_consolidation,Fully Paid
12000,60,13.18,274.15,C,C3,5 years,OWN,45260.0,debt_consolidation,Current
3000,36,19.47,110.69,D,D5,6 years,MORTGAGE,135000.0,moving,Fully Paid
6000,36,15.31,208.91,C,C5,10+ years,MORTGAGE,44000.0,debt_consolidation,Fully Paid
6000,36,14.33,206.03,C,C1,7 years,RENT,35000.0,credit_card,Fully Paid
20000,60,17.97,507.55,D,D1,9 years,MORTGAGE,90000.0,credit_card,Current
10000,36,15.05,346.9,C,C4,4 years,RENT,45000.0,credit_card,Fully Paid
9800,36,13.59,333.0,C,C2,10+ years,OWN,35000.0,debt_consolidation,Current
12000,36,5.32,361.38,A,A1,< 1 year,MORTGAGE,70000.0,debt_consolidation,Current
40000,60,9.44,838.91,B,B1,10+ years,RENT,120000.0,debt_consolidation,Current
25000,36,6.89,770.68,A,A3,3 years,MORTGAGE,75000.0,debt_consolidation,Fully Paid
6600,36,8.0,206.82,A,A3,1 year,RENT,41000.0,debt_consolidation,Fully Paid
15000,36,11.99,498.15,C,C1,2 years,RENT,80000.0,debt_consolidation,Fully Paid
16000,36,16.02,562.68,C,C5,3 years,RENT,50000.0,small_business,Current
26400,60,14.99,627.92,C,C4,4 years,OWN,55000.0,debt_consolidation,Current
16450,60,9.99,349.44,B,B3,3 years,RENT,62500.0,debt_consolidation,Fully Paid
9000,36,9.67,289.02,B,B1,8 years,RENT,62000.0,credit_card,Fully Paid
7000,36,13.49,237.52,C,C2,10+ years,RENT,60000.0,debt_consolidation,Current
10000,36,27.27,409.71,E,E5,10+ years,RENT,115000.0,debt_consolidation,Current
5000,36,20.39,186.82,D,D4,2 years,RENT,30000.0,debt_consolidation,Current
15000,36,14.47,516.1,C,C2,6 years,OWN,42000.0,credit_card,Current
5000,36,10.99,163.67,B,B4,10+ years,MORTGAGE,75000.0,home_improvement,Fully Paid
35000,60,13.99,814.21,C,C3,2 years,MORTGAGE,122000.0,home_improvement,Current
18000,36,13.11,607.45,B,B4,2 years,RENT,55000.0,credit_card,Fully Paid
10000,36,12.29,333.53,C,C1,10+ years,MORTGAGE,85000.0,debt_consolidation,Fully Paid
5000,36,13.99,170.87,C,C3,2 years,RENT,55000.0,credit_card,Charged Off
8000,36,15.99,281.22,C,C5,10+ years,RENT,50000.0,debt_consolidation,Current
10625,36,14.08,363.56,C,C3,< 1 year,MORTGAGE,65000.0,debt_consolidation,Current
14000,36,16.99,499.07,D,D3,4 years,RENT,135000.0,debt_consolidation,Charged Off
20000,60,12.99,454.96,B,B5,4 years,RENT,76000.0,debt_consolidation,Fully Paid
15000,36,14.35,515.22,C,C4,2 years,RENT,75000.0,debt_consolidation,Fully Paid
21000,36,6.08,639.63,A,A2,10+ years,MORTGAGE,141000.0,credit_card,Current
15000,36,7.24,464.81,A,A3,10+ years,OWN,120000.0,debt_consolidation,Current
4500,36,13.33,152.34,C,C3,1 year,MORTGAGE,75000.0,credit_card,Fully Paid
17000,36,7.26,526.94,A,A4,8 years,OWN,95000.0,credit_card,Charged Off
19000,36,12.49,635.53,B,B5,10+ years,RENT,50000.0,debt_consolidation,Fully Paid
5000,36,10.9,163.46,B,B4,10+ years,RENT,35892.0,other,Current
1000,36,16.99,35.65,D,D3,7 years,OWN,28000.0,car,Fully Paid
7500,36,12.29,250.15,C,C1,7 years,MORTGAGE,40000.0,home_improvement,Charged Off
35000,60,25.8,1043.78,G,G1,9 years,RENT,138000.0,debt_consolidation,Fully Paid
18000,60,19.92,476.09,D,D3,3 years,RENT,61800.0,credit_card,Current
4500,36,17.99,162.67,D,D2,10+ years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
35000,36,13.59,1189.26,C,C2,10+ years,MORTGAGE,230000.0,credit_card,Current
5000,36,16.29,176.51,D,D1,10+ years,MORTGAGE,27000.0,home_improvement,Current
20000,60,16.55,492.23,D,D2,< 1 year,RENT,60000.0,debt_consolidation,Fully Paid
6000,36,14.47,206.44,C,C2,10+ years,OWN,36000.0,credit_card,Current
20000,60,9.93,424.26,B,B2,3 years,OWN,82000.0,debt_consolidation,Current
17275,60,12.61,389.62,C,C1,10+ years,RENT,29301.0,other,Current
24000,36,11.14,787.33,B,B2,1 year,MORTGAGE,203000.0,debt_consolidation,Fully Paid
16000,36,9.17,510.07,B,B2,7 years,RENT,105000.0,credit_card,Charged Off
4000,36,7.34,124.14,A,A4,,RENT,12096.0,other,Fully Paid
35000,36,11.47,1153.67,B,B5,1 year,RENT,95000.0,debt_consolidation,Current
17900,36,11.47,590.02,B,B5,10+ years,MORTGAGE,60000.0,credit_card,Fully Paid
25000,36,7.35,775.94,A,A4,4 years,MORTGAGE,70000.0,debt_consolidation,Current
25000,60,9.99,531.06,B,B3,6 years,MORTGAGE,84000.0,debt_consolidation,Current
10000,36,10.91,326.97,B,B4,1 year,RENT,65000.0,credit_card,Charged Off
15000,36,6.07,456.81,A,A2,,MORTGAGE,50000.0,other,Fully Paid
9000,36,11.49,296.75,B,B5,6 years,MORTGAGE,52000.0,debt_consolidation,Current
35000,60,19.99,927.1,E,E3,< 1 year,MORTGAGE,275000.0,home_improvement,Fully Paid
11500,60,13.66,265.57,C,C3,2 years,MORTGAGE,28974.68,credit_card,Charged Off
5500,36,15.31,191.5,C,C2,1 year,RENT,20000.0,debt_consolidation,Fully Paid
11225,60,18.24,286.51,D,D5,6 years,RENT,31900.0,debt_consolidation,Charged Off
1500,36,6.99,46.31,A,A2,1 year,MORTGAGE,58700.0,car,Fully Paid
8000,36,9.75,257.2,B,B3,10+ years,MORTGAGE,40000.0,small_business,Fully Paid
14400,36,6.72,442.79,A,A3,10+ years,RENT,96000.0,debt_consolidation,Current
6000,36,5.32,180.69,A,A1,1 year,RENT,35360.0,debt_consolidation,Fully Paid
15000,36,7.62,467.43,A,A3,4 years,MORTGAGE,108000.0,debt_consolidation,Fully Paid
5600,36,9.75,180.04,B,B3,7 years,RENT,51000.0,credit_card,Current
12000,36,8.39,378.2,A,A5,10+ years,MORTGAGE,52000.0,debt_consolidation,Fully Paid
16000,36,7.9,500.65,A,A4,3 years,MORTGAGE,90000.0,home_improvement,Fully Paid
5000,36,9.17,159.4,B,B1,10+ years,RENT,55000.0,other,Fully Paid
5000,36,12.39,167.01,C,C1,10+ years,MORTGAGE,65000.0,other,Fully Paid
5000,36,11.47,164.81,B,B5,10+ years,RENT,75000.0,debt_consolidation,Fully Paid
15000,36,13.18,506.72,C,C3,2 years,RENT,53000.0,debt_consolidation,Fully Paid
10000,36,15.31,348.16,D,D3,10+ years,RENT,86000.0,debt_consolidation,Fully Paid
24000,60,16.14,585.43,C,C4,5 years,MORTGAGE,60000.0,debt_consolidation,Current
18000,36,13.49,610.75,C,C2,9 years,RENT,55000.0,debt_consolidation,Current
12000,36,17.56,431.19,D,D1,2 years,MORTGAGE,95000.0,credit_card,Fully Paid
10000,36,9.99,322.63,B,B3,1 year,RENT,40000.0,debt_consolidation,Charged Off
8200,36,12.29,273.5,C,C1,2 years,RENT,83000.0,other,Fully Paid
15000,60,21.18,407.33,E,E3,,RENT,38400.0,credit_card,Charged Off
35000,60,11.44,768.69,B,B4,5 years,MORTGAGE,102000.0,debt_consolidation,Fully Paid
7500,36,7.56,233.51,A,A3,4 years,OWN,99000.0,home_improvement,Current
10000,36,8.46,315.5,A,A5,10+ years,MORTGAGE,42000.0,credit_card,Current
15000,36,15.02,520.13,C,C3,10+ years,MORTGAGE,140000.0,debt_consolidation,Current
6600,36,22.39,253.4,E,E1,10+ years,RENT,45000.0,debt_consolidation,Fully Paid
15000,36,11.49,494.57,B,B5,10+ years,RENT,95000.0,debt_consolidation,Current
10000,36,15.05,346.9,C,C4,,OWN,26400.0,debt_consolidation,Current
28800,60,13.49,662.54,C,C2,1 year,OWN,63000.0,debt_consolidation,Current
6000,36,20.89,225.72,D,D4,7 years,RENT,60000.0,debt_consolidation,Current
3200,36,9.93,103.15,B,B2,10+ years,MORTGAGE,80000.0,home_improvement,Current
10000,60,17.97,253.78,D,D1,2 years,MORTGAGE,60000.0,credit_card,Current
5950,36,15.99,209.16,C,C5,5 years,OWN,31000.0,debt_consolidation,In Grace Period
24000,36,5.32,722.76,A,A1,8 years,MORTGAGE,300000.0,credit_card,Fully Paid
7000,36,6.68,215.12,A,A3,8 years,RENT,50000.0,credit_card,Fully Paid
25000,36,8.46,788.73,A,A5,2 years,RENT,105000.0,debt_consolidation,Current
25000,60,13.98,581.45,C,C3,5 years,MORTGAGE,86000.0,credit_card,Charged Off
20000,36,12.62,670.23,C,C1,,MORTGAGE,72000.0,debt_consolidation,Current
5000,36,8.19,157.13,A,A4,,MORTGAGE,64500.0,home_improvement,Current
20000,36,18.25,725.56,E,E1,3 years,MORTGAGE,85000.0,home_improvement,Fully Paid
24000,60,25.82,716.02,E,E4,10+ years,MORTGAGE,150000.0,debt_consolidation,Charged Off
13450,36,17.57,483.36,D,D4,5 years,OWN,70000.0,debt_consolidation,Fully Paid
6400,36,7.99,200.53,A,A4,< 1 year,MORTGAGE,75000.0,moving,Fully Paid
15000,36,16.99,534.72,D,D1,10+ years,MORTGAGE,70000.0,debt_consolidation,Current
20000,36,10.9,653.83,B,B4,4 years,MORTGAGE,45000.0,credit_card,Current
32000,60,11.39,702.0,B,B3,10+ years,MORTGAGE,105000.0,credit_card,Current
6525,36,14.09,223.3,B,B5,6 years,RENT,24000.0,debt_consolidation,Fully Paid
25000,60,13.58,576.28,C,C2,4 years,MORTGAGE,100000.0,credit_card,Current
25200,60,21.49,688.71,D,D5,< 1 year,RENT,75000.0,debt_consolidation,Current
2800,36,24.37,110.4,E,E2,3 years,RENT,45500.0,moving,Current
8500,36,7.97,266.25,A,A5,< 1 year,MORTGAGE,52000.0,credit_card,Current
26500,60,14.49,623.37,C,C4,3 years,MORTGAGE,140500.0,debt_consolidation,Fully Paid
1800,36,10.75,58.72,B,B4,2 years,OWN,41000.0,medical,Fully Paid
22000,36,7.96,689.0,A,A5,9 years,RENT,57000.0,debt_consolidation,Current
10000,36,11.53,329.91,B,B5,1 year,RENT,30000.0,debt_consolidation,Fully Paid
8500,36,16.29,300.06,D,D2,10+ years,MORTGAGE,36000.0,debt_consolidation,Fully Paid
21000,60,14.08,489.51,C,C3,6 years,RENT,175000.0,debt_consolidation,Current
5000,36,12.73,167.83,B,B5,4 years,OWN,40000.0,credit_card,Current
10000,36,17.27,357.88,C,C5,8 years,RENT,42000.0,debt_consolidation,Fully Paid
32000,36,15.05,1110.08,C,C4,10+ years,MORTGAGE,76980.0,debt_consolidation,Current
14000,36,11.98,464.87,B,B5,10+ years,MORTGAGE,43000.0,credit_card,Current
20000,36,13.99,683.46,C,C4,3 years,MORTGAGE,119000.0,debt_consolidation,Fully Paid
5000,36,11.98,166.03,B,B5,2 years,RENT,39000.0,debt_consolidation,Current
35000,60,13.98,814.03,C,C3,< 1 year,MORTGAGE,140000.0,debt_consolidation,Charged Off
10000,36,13.59,339.79,C,C2,10+ years,RENT,35000.0,debt_consolidation,Current
6275,36,20.99,236.38,E,E4,4 years,MORTGAGE,33000.0,debt_consolidation,Fully Paid
21600,60,18.25,551.44,D,D3,10+ years,MORTGAGE,95585.0,other,Fully Paid
14400,36,8.24,452.84,B,B1,10+ years,MORTGAGE,55000.0,home_improvement,Fully Paid
40000,60,10.42,858.18,B,B3,7 years,MORTGAGE,132000.0,debt_consolidation,Current
6400,36,12.99,215.62,B,B5,6 years,MORTGAGE,36700.0,debt_consolidation,Charged Off
10000,36,13.53,339.5,B,B5,7 years,RENT,51149.0,major_purchase,Charged Off
21000,36,9.17,669.46,B,B2,< 1 year,RENT,66000.0,credit_card,Fully Paid
20000,36,15.99,703.05,C,C5,5 years,MORTGAGE,72000.0,debt_consolidation,Current
20000,36,10.91,653.93,B,B4,8 years,RENT,80000.0,debt_consolidation,Current
12000,36,17.09,428.38,D,D1,4 years,MORTGAGE,65000.0,home_improvement,Current
20000,36,18.49,727.98,D,D2,4 years,RENT,73500.0,debt_consolidation,Fully Paid
5000,36,15.05,173.45,C,C4,1 year,MORTGAGE,45000.0,car,Charged Off
21925,60,17.14,546.55,D,D4,10+ years,RENT,55000.0,debt_consolidation,Charged Off
10000,36,6.49,306.45,A,A2,< 1 year,MORTGAGE,99800.0,debt_consolidation,Fully Paid
12000,36,12.74,402.83,C,C1,7 years,MORTGAGE,105000.0,debt_consolidation,Fully Paid
7200,36,14.65,248.36,C,C5,< 1 year,OWN,60000.0,debt_consolidation,Fully Paid
3775,36,15.59,131.96,C,C5,2 years,RENT,22000.0,renewable_energy,Current
20000,36,6.97,617.27,A,A3,5 years,MORTGAGE,85000.0,credit_card,Charged Off
17000,36,16.55,602.3,D,D2,< 1 year,RENT,56000.0,debt_consolidation,Fully Paid
2600,36,7.07,80.37,A,A2,10+ years,MORTGAGE,60000.0,credit_card,Fully Paid
40000,60,13.49,920.19,C,C2,10+ years,RENT,108000.0,debt_consolidation,Fully Paid
16550,36,21.49,627.7,D,D5,,MORTGAGE,105000.0,home_improvement,Current
9600,36,14.49,330.4,C,C4,5 years,MORTGAGE,55000.0,debt_consolidation,Charged Off
9000,36,6.03,273.92,A,A1,10+ years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
35000,60,22.4,974.64,E,E3,10+ years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
10000,36,19.05,366.82,D,D4,10+ years,MORTGAGE,89000.0,other,Charged Off
12000,36,16.01,421.95,C,C5,5 years,RENT,37000.0,major_purchase,Current
30000,60,14.49,705.7,C,C4,7 years,MORTGAGE,163000.0,debt_consolidation,Fully Paid
4900,36,10.91,160.22,B,B4,< 1 year,OWN,50000.0,credit_card,Current
35000,60,22.35,973.64,D,D5,10+ years,OWN,70000.0,debt_consolidation,Current
4000,36,11.49,131.89,B,B5,10+ years,RENT,42000.0,debt_consolidation,Current
35000,36,12.35,1168.37,B,B4,7 years,MORTGAGE,185000.0,credit_card,Fully Paid
15000,36,9.93,483.52,B,B2,2 years,RENT,76957.0,debt_consolidation,Fully Paid
30000,60,11.99,667.19,C,C1,2 years,MORTGAGE,73000.0,debt_consolidation,Current
16000,36,9.93,515.75,B,B2,4 years,RENT,38000.0,debt_consolidation,Current
16000,60,20.39,427.39,D,D4,3 years,RENT,50000.0,debt_consolidation,Current
11200,36,14.99,388.2,C,C4,10+ years,MORTGAGE,77000.0,debt_consolidation,Fully Paid
6500,36,17.56,233.56,D,D1,,RENT,23000.0,credit_card,Charged Off
8000,36,10.49,259.99,B,B3,7 years,RENT,36500.0,debt_consolidation,Current
24000,36,7.35,744.9,A,A4,10+ years,MORTGAGE,135000.0,credit_card,Fully Paid
6000,36,6.89,184.97,A,A3,5 years,MORTGAGE,87000.0,credit_card,Fully Paid
24000,60,12.99,545.96,C,C2,10+ years,RENT,256000.0,debt_consolidation,Fully Paid
16800,36,8.24,528.32,B,B1,3 years,MORTGAGE,128082.0,debt_consolidation,Current
8875,36,14.49,305.45,C,C4,< 1 year,RENT,190000.0,debt_consolidation,Fully Paid
6675,36,12.74,224.08,C,C1,1 year,RENT,25000.0,debt_consolidation,Current
16000,60,16.29,391.56,D,D1,5 years,RENT,120000.0,small_business,Charged Off
21000,36,9.8,675.65,B,B3,5 years,MORTGAGE,156000.0,debt_consolidation,Fully Paid
7000,36,6.03,213.05,A,A1,2 years,MORTGAGE,58000.0,car,Fully Paid
20000,60,12.99,454.96,C,C2,,MORTGAGE,48336.0,debt_consolidation,Fully Paid
15000,36,6.03,456.54,A,A1,< 1 year,MORTGAGE,110000.0,credit_card,Fully Paid
9000,36,14.49,309.75,C,C4,9 years,RENT,80500.0,debt_consolidation,Fully Paid
10000,36,13.99,341.73,C,C3,< 1 year,RENT,39840.0,credit_card,Fully Paid
8000,36,15.05,277.52,C,C4,1 year,RENT,75000.0,debt_consolidation,Current
12000,36,10.16,388.11,B,B1,4 years,MORTGAGE,60000.0,credit_card,Fully Paid
15000,36,10.49,487.47,B,B3,10+ years,MORTGAGE,57000.0,debt_consolidation,Fully Paid
20000,36,15.05,693.8,C,C4,7 years,OWN,90000.0,debt_consolidation,Current
35000,36,9.99,1129.19,B,B3,5 years,MORTGAGE,85000.0,credit_card,Fully Paid
15000,36,16.14,528.4,C,C4,3 years,RENT,40000.0,credit_card,Current
4000,36,16.02,140.67,C,C5,1 year,RENT,27400.0,debt_consolidation,Current
20000,60,14.65,472.14,C,C5,10+ years,OWN,72000.0,debt_consolidation,Current
5600,36,10.78,182.76,B,B4,1 year,RENT,86000.0,credit_card,Fully Paid
3000,36,9.44,96.02,B,B1,,OWN,30970.0,credit_card,Current
8400,36,11.49,276.96,B,B5,8 years,MORTGAGE,30720.0,credit_card,Charged Off
28000,60,11.44,614.95,B,B4,5 years,OWN,88000.0,debt_consolidation,Current
13000,60,16.91,322.46,C,C5,10+ years,MORTGAGE,65000.0,debt_consolidation,Current
35000,60,17.57,880.61,D,D4,7 years,MORTGAGE,216000.0,debt_consolidation,Fully Paid
14500,60,11.67,320.14,B,B4,3 years,RENT,75000.0,debt_consolidation,Fully Paid
2500,36,19.89,92.77,E,E3,2 years,RENT,25000.0,debt_consolidation,Charged Off
12000,36,13.49,407.17,C,C2,5 years,RENT,66200.0,debt_consolidation,Fully Paid
10000,36,18.94,366.26,D,D2,< 1 year,RENT,52000.0,credit_card,Current
24000,36,9.16,764.99,B,B2,9 years,MORTGAGE,110000.0,credit_card,Charged Off
12000,36,10.99,392.81,B,B2,10+ years,RENT,80000.0,debt_consolidation,Fully Paid
27000,60,12.62,609.1,C,C1,3 years,OWN,43000.0,debt_consolidation,Current
11200,36,9.44,358.46,B,B1,8 years,OWN,59000.0,vacation,Current
15000,36,8.19,471.37,A,A5,1 year,MORTGAGE,66250.0,credit_card,Fully Paid
6450,36,15.61,225.53,D,D1,3 years,RENT,30000.0,debt_consolidation,Fully Paid
7675,36,9.49,245.82,B,B2,4 years,RENT,35136.0,credit_card,Fully Paid
10200,36,9.49,326.69,B,B2,10+ years,MORTGAGE,43000.0,debt_consolidation,Fully Paid
28000,36,6.24,854.87,A,A2,10+ years,MORTGAGE,120000.0,debt_consolidation,Fully Paid
35000,36,9.99,1129.19,B,B3,4 years,MORTGAGE,137000.0,credit_card,Fully Paid
10500,36,10.99,343.71,B,B3,9 years,MORTGAGE,58000.0,debt_consolidation,Fully Paid
6000,36,12.99,202.14,C,C2,10+ years,MORTGAGE,38000.0,other,Current
8000,36,15.05,277.53,D,D4,2 years,MORTGAGE,41000.0,small_business,Fully Paid
17000,36,18.99,623.07,D,D3,3 years,MORTGAGE,50000.0,home_improvement,Fully Paid
8000,36,17.76,288.26,D,D1,1 year,OWN,25000.0,debt_consolidation,Fully Paid
6000,36,6.08,182.75,A,A2,7 years,MORTGAGE,47000.0,credit_card,Current
21000,36,10.75,685.03,B,B4,5 years,MORTGAGE,148000.0,credit_card,Fully Paid
20000,60,13.98,465.16,C,C3,10+ years,MORTGAGE,60965.0,debt_consolidation,Fully Paid
36000,36,8.08,1129.44,A,A5,10+ years,MORTGAGE,150000.0,major_purchase,Current
1500,36,15.04,52.03,C,C4,3 years,MORTGAGE,33000.0,other,Fully Paid
35000,60,19.52,917.97,E,E2,10+ years,MORTGAGE,95000.0,home_improvement,Fully Paid
12000,60,22.74,336.5,E,E1,9 years,RENT,43000.0,credit_card,Fully Paid
15000,60,13.33,343.84,C,C3,2 years,MORTGAGE,60000.0,debt_consolidation,Current
5500,36,12.99,185.3,B,B5,10+ years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
10000,36,16.99,356.48,D,D1,3 years,MORTGAGE,30000.0,debt_consolidation,Fully Paid
5000,36,15.31,174.09,C,C2,3 years,RENT,35000.0,other,Fully Paid
7000,36,10.99,229.14,B,B4,3 years,MORTGAGE,60000.0,credit_card,Current
18000,36,8.39,567.3,A,A5,2 years,MORTGAGE,83000.0,home_improvement,Fully Paid
21000,36,7.35,651.79,A,A4,10+ years,RENT,110000.0,debt_consolidation,Current
16000,60,12.62,360.95,C,C1,1 year,OWN,100000.0,small_business,In Grace Period
1600,36,13.99,54.68,C,C3,< 1 year,RENT,32640.0,vacation,Current
20000,36,12.29,667.06,C,C1,9 years,OWN,60000.0,debt_consolidation,Fully Paid
30000,36,11.39,987.72,B,B3,1 year,MORTGAGE,100000.0,debt_consolidation,Current
25000,60,22.45,696.89,E,E5,10+ years,MORTGAGE,83350.0,debt_consolidation,Current
20000,36,13.65,680.16,C,C1,10+ years,MORTGAGE,82000.0,debt_consolidation,Fully Paid
15000,36,10.41,486.91,B,B3,< 1 year,RENT,22200.0,debt_consolidation,Current
8000,36,9.17,255.04,B,B2,1 year,RENT,50000.0,debt_consolidation,Fully Paid
6250,36,16.2,220.35,C,C4,< 1 year,RENT,22000.0,debt_consolidation,Fully Paid
9450,36,16.2,333.17,C,C4,4 years,RENT,35000.0,other,Fully Paid
35000,60,10.47,751.77,B,B2,10+ years,MORTGAGE,110000.0,debt_consolidation,Current
11000,36,7.07,340.01,A,A2,10+ years,MORTGAGE,60000.0,credit_card,Fully Paid
16800,36,5.32,505.93,A,A1,5 years,MORTGAGE,80000.0,debt_consolidation,Fully Paid
15000,60,17.57,377.41,D,D4,9 years,MORTGAGE,45000.0,debt_consolidation,Fully Paid
8000,36,14.33,274.71,C,C5,10+ years,RENT,63000.0,other,Fully Paid
8000,36,14.08,273.74,C,C3,,MORTGAGE,63000.0,debt_consolidation,Current
8000,36,16.02,281.34,C,C5,4 years,RENT,86000.0,debt_consolidation,Current
25000,60,21.48,683.11,E,E5,10+ years,MORTGAGE,110000.0,debt_consolidation,Charged Off
35000,60,18.06,889.92,D,D2,10+ years,MORTGAGE,240000.0,other,Current
20000,36,12.62,670.23,C,C1,10+ years,MORTGAGE,65000.0,debt_consolidation,Current
16000,36,13.99,546.77,C,C3,10+ years,RENT,124000.0,debt_consolidation,Fully Paid
5000,36,12.35,166.91,B,B4,10+ years,MORTGAGE,60000.0,debt_consolidation,Fully Paid
4200,36,9.93,135.39,B,B2,2 years,RENT,45000.0,debt_consolidation,Fully Paid
16000,60,23.4,454.74,E,E1,1 year,OWN,80000.0,debt_consolidation,Current
24000,36,8.67,759.52,B,B1,2 years,RENT,75000.0,medical,Fully Paid
16000,60,16.02,389.26,C,C5,10+ years,MORTGAGE,34000.0,debt_consolidation,Current
18000,60,14.33,421.92,C,C1,10+ years,RENT,42000.0,debt_consolidation,Fully Paid
10000,36,9.44,320.05,B,B1,10+ years,MORTGAGE,45000.0,debt_consolidation,Current
17725,60,19.42,463.91,D,D3,10+ years,MORTGAGE,116939.0,debt_consolidation,Current
29000,60,7.84,585.8,A,A4,10+ years,MORTGAGE,130000.0,debt_consolidation,Current
35000,60,20.89,944.71,F,F1,10+ years,OWN,77160.0,debt_consolidation,Charged Off
8000,36,13.58,271.8,C,C2,10+ years,RENT,85000.0,other,Current
15000,36,10.91,490.45,B,B4,10+ years,MORTGAGE,58000.0,debt_consolidation,Fully Paid
8000,36,15.59,279.64,D,D1,6 years,RENT,65000.0,debt_consolidation,Fully Paid
3000,36,12.29,100.06,C,C1,2 years,MORTGAGE,41000.0,debt_consolidation,Fully Paid
28000,60,14.99,665.98,C,C4,4 years,MORTGAGE,130000.0,debt_consolidation,Current
2500,36,11.98,83.02,B,B5,,MORTGAGE,66072.0,home_improvement,Current
13000,60,12.69,293.74,C,C2,10+ years,MORTGAGE,75000.0,credit_card,Current
6425,36,11.31,211.3,B,B3,3 years,MORTGAGE,51000.0,debt_consolidation,Current
22000,60,11.55,484.39,B,B4,2 years,MORTGAGE,45000.0,debt_consolidation,Current
19500,36,9.92,628.48,B,B2,4 years,RENT,52000.0,debt_consolidation,Fully Paid
10000,36,7.89,312.86,A,A5,,RENT,53160.0,credit_card,Charged Off
30000,60,24.37,869.5,E,E2,2 years,RENT,147000.0,credit_card,Current
14150,36,12.39,472.63,C,C1,10+ years,OWN,32200.0,debt_consolidation,Charged Off
3000,36,8.19,94.28,A,A4,< 1 year,RENT,180000.0,debt_consolidation,Current
11000,36,16.02,386.84,C,C5,10+ years,MORTGAGE,81000.0,debt_consolidation,Current
14400,60,15.77,348.43,D,D1,3 years,OWN,45760.0,credit_card,Fully Paid
16000,60,7.39,319.78,A,A4,,RENT,85000.0,debt_consolidation,Current
12000,60,21.49,327.96,D,D5,,MORTGAGE,53280.0,debt_consolidation,Charged Off
9000,36,12.49,301.04,B,B5,3 years,MORTGAGE,95000.0,debt_consolidation,Fully Paid
8000,36,7.9,250.33,A,A4,10+ years,MORTGAGE,78000.0,major_purchase,Fully Paid
18000,60,13.58,414.92,C,C2,10+ years,MORTGAGE,60000.0,credit_card,Current
25000,60,22.35,695.46,D,D5,3 years,RENT,47120.0,debt_consolidation,Current
1800,36,15.59,62.92,C,C5,10+ years,RENT,46000.0,other,Current
20000,60,16.82,345.35,E,E2,5 years,RENT,33000.0,debt_consolidation,Fully Paid
10000,36,14.3,343.24,C,C1,9 years,MORTGAGE,109000.0,other,Charged Off
16000,36,12.12,532.35,B,B3,2 years,MORTGAGE,140000.0,credit_card,Fully Paid
5000,36,11.99,166.05,B,B3,1 year,RENT,115000.0,credit_card,Fully Paid
36000,60,13.56,829.47,C,C1,10+ years,MORTGAGE,225000.0,home_improvement,Current
28000,60,22.4,779.72,E,E3,10+ years,MORTGAGE,96700.0,debt_consolidation,Fully Paid
20000,60,13.98,465.16,C,C3,7 years,MORTGAGE,70000.0,debt_consolidation,Current
24875,60,21.99,686.88,E,E4,7 years,RENT,94542.0,other,Fully Paid
16000,60,13.99,372.21,C,C4,1 year,RENT,48000.0,debt_consolidation,Charged Off
10500,36,9.76,337.63,B,B3,< 1 year,MORTGAGE,67000.0,credit_card,Charged Off
6250,36,11.53,206.19,B,B5,3 years,RENT,45303.0,debt_consolidation,Charged Off
28000,60,13.98,651.23,C,C3,2 years,MORTGAGE,130000.0,credit_card,Fully Paid
19800,60,16.55,487.31,D,D2,5 years,RENT,45000.0,other,Charged Off
7000,36,24.85,277.77,E,E3,4 years,RENT,85000.0,debt_consolidation,Current
10000,36,11.06,327.68,B,B3,4 years,OWN,75000.0,debt_consolidation,Current
9000,36,15.31,313.36,C,C4,2 years,MORTGAGE,77500.0,credit_card,Charged Off
24000,36,16.02,844.01,C,C5,1 year,RENT,115000.0,debt_consolidation,Current
10000,60,9.44,209.73,B,B1,5 years,RENT,80000.0,debt_consolidation,Current
5000,36,12.99,168.45,B,B5,3 years,MORTGAGE,42000.0,debt_consolidation,Charged Off
8400,36,11.99,278.97,B,B5,10+ years,MORTGAGE,65454.0,debt_consolidation,Fully Paid
25000,36,7.35,775.94,A,A4,9 years,MORTGAGE,400000.0,credit_card,Fully Paid
19200,60,20.89,518.24,D,D4,5 years,MORTGAGE,135000.0,home_improvement,Current
14400,36,7.26,446.35,A,A4,2 years,RENT,90000.0,credit_card,Fully Paid
5000,36,12.29,166.77,C,C1,4 years,MORTGAGE,42000.0,debt_consolidation,Fully Paid
16000,60,16.02,389.26,C,C5,2 years,MORTGAGE,55100.0,medical,Fully Paid
20000,60,17.09,498.02,D,D1,10+ years,OWN,50000.0,debt_consolidation,Current
20900,36,16.29,737.78,D,D2,4 years,MORTGAGE,75000.0,debt_consolidation,Charged Off
